번호,과속방지턱관리번호,도로명,시도명,시군구명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,WGS84위도,WGS84경도,보차분리여부,연속형여부,과속방지턱설치연도,관리기관명,관리기관전화번호,데이터기준일자
1229,70,차성서로,부산광역시,기장군,,부산광역시 기장군 기장읍 대라리 903,센트럴파크빌라7차,아스팔트,원호형,10,360,600,일반,Y,35.241108,129.207729,N,N,2012,부산광역시 기장군청,051-709-4749,2021-10-12
1230,71,차성서로,부산광역시,기장군,,부산광역시 기장군 기장읍 대라리 886,(탑)솔루션,아스팔트,원호형,10,360,600,일반,Y,35.241762,129.207553,N,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1231,72,차성로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 65,문화그린맨션,아스팔트,원호형,10,360,600,일반,Y,35.25624,129.215808,N,N,2010,부산광역시 기장군청,051-709-4749,2021-10-12
1232,73,차성로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 14-5,태영아파트,아스팔트,원호형,10,360,600,일반,Y,35.255104,129.218148,N,N,2012,부산광역시 기장군청,051-709-4749,2021-10-12
1233,74,차성로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 241-2,교리초등학교,아스팔트,원호형,10,360,600,일반,Y,35.254262,129.216505,Y,N,2011,부산광역시 기장군청,051-709-4749,2021-10-12
1234,75,차성로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 356-5,JS산업,아스팔트,원호형,10,360,600,일반,Y,35.254364,129.218241,N,Y,2011,부산광역시 기장군청,051-709-4749,2021-10-12
1235,76,차성로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 356-7,꼼꼼옷수선,아스팔트,원호형,10,360,600,일반,Y,35.254352,129.218628,N,Y,2009,부산광역시 기장군청,051-709-4749,2021-10-12
1236,77,차성로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 357-4,부전타워아파트,아스팔트,원호형,10,360,600,일반,Y,35.254308,129.220148,N,N,2009,부산광역시 기장군청,051-709-4749,2021-10-12
1237,78,차성동로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 360-1,효원수학교실,아스팔트,원호형,10,360,600,일반,Y,35.253195,129.218724,N,N,2012,부산광역시 기장군청,051-709-4749,2021-10-12
1238,79,차성동로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 361-1,부부횟집,아스팔트,원호형,10,360,600,일반,Y,35.253017,129.218728,N,N,2011,부산광역시 기장군청,051-709-4749,2021-10-12
1239,80,차성동로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 344-3,가화만사성아파트,아스팔트,원호형,10,360,600,일반,Y,35.252795,129.216295,N,Y,2011,부산광역시 기장군청,051-709-4749,2021-10-12
1240,81,차성동로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 344-15,교리노래연습장,아스팔트,원호형,10,360,600,일반,Y,35.252769,129.216904,N,Y,2009,부산광역시 기장군청,051-709-4749,2021-10-12
1241,82,차성동로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 353-6,수향분식,아스팔트,원호형,10,360,600,일반,Y,35.25312,129.21857,N,N,2009,부산광역시 기장군청,051-709-4749,2021-10-12
1242,83,차성동로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 271-5,라파교회,아스팔트,원호형,10,360,600,일반,Y,35.253099,129.218826,N,N,2009,부산광역시 기장군청,051-709-4749,2021-10-12
1243,84,차성동로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 359,세인트빌,아스팔트,원호형,10,360,600,일반,Y,35.253519,129.21991,N,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1244,85,차성서로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 360-1,전원그린,아스팔트,원호형,10,360,600,일반,Y,35.253069,129.219522,N,N,2009,부산광역시 기장군청,051-709-4749,2021-10-12
1245,86,차성동로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 354-6,드리머즈,아스팔트,원호형,10,360,600,일반,Y,35.253543,129.218623,N,N,2010,부산광역시 기장군청,051-709-4749,2021-10-12
1246,87,청강로,부산광역시,기장군,,부산광역시 기장군 기장읍 청강리 333-1,현대부동산,아스팔트,원호형,10,360,600,일반,Y,35.234145,129.21747,N,N,2013,부산광역시 기장군청,051-709-4749,2021-10-12
1247,88,청강로,부산광역시,기장군,,부산광역시 기장군 기장읍 청강리 152-6,포셰프,아스팔트,원호형,10,360,600,일반,Y,35.235456,129.220388,Y,N,2013,부산광역시 기장군청,051-709-4749,2021-10-12
1248,89,청강로,부산광역시,기장군,,부산광역시 기장군 기장읍 청강리 165-11,BAelectric,아스팔트,원호형,10,360,600,일반,Y,35.23728,129.221507,Y,N,2016,부산광역시 기장군청,051-709-4749,2021-10-12
1249,90,청강로,부산광역시,기장군,,부산광역시 기장군 기장읍 청강리 165-6,우진기계,아스팔트,원호형,10,360,600,일반,Y,35.237785,129.221828,Y,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1250,91,청강로,부산광역시,기장군,,부산광역시 기장군 기장읍 청강리 165-2,모모유통,아스팔트,원호형,10,360,600,일반,Y,35.238316,129.222148,Y,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1251,92,청강로,부산광역시,기장군,,부산광역시 기장군 기장읍 청강리 144,우신예원어린이집,아스팔트,원호형,10,360,600,일반,Y,35.238573,129.22301,N,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1252,93,청강로,부산광역시,기장군,,부산광역시 기장군 기장읍 청강리 산 11-3,우신네오빌 뒤,아스팔트,원호형,10,360,600,일반,Y,35.237856,129.222727,N,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1253,94,청강로,부산광역시,기장군,,부산광역시 기장군 기장읍 청강리 163-12,솔거 그림틀,아스팔트,원호형,10,360,600,일반,Y,35.236261,129.220357,N,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1254,95,기장대로,부산광역시,기장군,,부산광역시 기장군 기장읍 청강리 705-8,LPG충전소,아스팔트,원호형,10,360,600,일반,Y,35.235398,129.215352,N,N,2013,부산광역시 기장군청,051-709-4749,2021-10-12
1255,96,기장대로,부산광역시,기장군,,부산광역시 기장군 기장읍 청강리 702-10,대인 테크,아스팔트,원호형,10,360,600,일반,Y,35.236689,129.216386,N,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1256,97,기장대로,부산광역시,기장군,,부산광역시 기장군 기장읍 청강리 294-1,N.FOOD(주),아스팔트,원호형,10,360,600,일반,Y,35.238212,129.217657,N,N,2012,부산광역시 기장군청,051-709-4749,2021-10-12
1257,98,기장대로,부산광역시,기장군,,부산광역시 기장군 기장읍 청강리 278-8,우정가구마트 앞,아스팔트,원호형,10,360,1200,일반,Y,35.238492,129.217988,N,N,2010,부산광역시 기장군청,051-709-4749,2021-10-12
1258,99,대청로,부산광역시,기장군,,부산광역시 기장군 기장읍 청강리 273-15,가람빌리지,아스팔트,원호형,10,360,600,일반,Y,35.239044,129.218922,N,N,2010,부산광역시 기장군청,051-709-4749,2021-10-12
1259,100,대청로,부산광역시,기장군,,부산광역시 기장군 기장읍 청강리 290-10,(주)엘씨종합건설,아스팔트,원호형,10,360,600,일반,Y,35.238714,129.219038,N,N,2007,부산광역시 기장군청,051-709-4749,2021-10-12
1260,101,대청로,부산광역시,기장군,,부산광역시 기장군 기장읍 청강리 290-7,화신빌라 A동,아스팔트,원호형,10,360,600,일반,Y,35.23812,129.218555,N,N,2012,부산광역시 기장군청,051-709-4749,2021-10-12
1261,102,배산로,부산광역시,기장군,,부산광역시 기장군 기장읍 서부리 377,상가 앞,아스팔트,원호형,10,360,600,일반,Y,35.252089,129.20743,N,N,2010,부산광역시 기장군청,051-709-4749,2021-10-12
1262,103,배산로,부산광역시,기장군,,부산광역시 기장군 기장읍 서부리 380-1,최가네,아스팔트,원호형,10,360,600,일반,Y,35.251562,129.208458,N,N,2013,부산광역시 기장군청,051-709-4749,2021-10-12
1263,104,배산로,부산광역시,기장군,,부산광역시 기장군 기장읍 서부리 392-1,이진 식당,아스팔트,원호형,10,360,600,일반,Y,35.250714,129.209453,N,N,2010,부산광역시 기장군청,051-709-4749,2021-10-12
1264,105,배산로,부산광역시,기장군,,부산광역시 기장군 기장읍 서부리 405,놀이터(공터),아스팔트,원호형,10,360,600,일반,Y,35.250378,129.210005,N,Y,2012,부산광역시 기장군청,051-709-4749,2021-10-12
1265,106,배산로,부산광역시,기장군,,부산광역시 기장군 기장읍 서부리 407,콤파스,아스팔트,원호형,10,360,600,일반,Y,35.250297,129.210061,N,Y,2010,부산광역시 기장군청,051-709-4749,2021-10-12
1266,107,배산로,부산광역시,기장군,,부산광역시 기장군 기장읍 서부리 408,라이스코리아,아스팔트,원호형,10,360,600,일반,Y,35.250014,129.210353,N,Y,2013,부산광역시 기장군청,051-709-4749,2021-10-12
1267,108,읍내로,부산광역시,기장군,,부산광역시 기장군 기장읍 서부리 236-2,TOP스크린골프,아스팔트,원호형,10,360,600,일반,Y,35.245603,129.209195,Y,N,2010,부산광역시 기장군청,051-709-4749,2021-10-12
1268,109,차성로,부산광역시,기장군,,부산광역시 기장군 기장읍 대라리 175-3,기장종합사회복지관,아스팔트,원호형,10,360,600,일반,Y,35.235993,129.213689,Y,N,2016,부산광역시 기장군청,051-709-4749,2021-10-12
1269,110,대청로,부산광역시,기장군,,부산광역시 기장군 기장읍 대라리 174-1,수신아파트,아스팔트,원호형,10,360,600,일반,Y,35.235688,129.214172,N,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1270,111,대청로,부산광역시,기장군,,부산광역시 기장군 기장읍 대라리 129-7,한국국토정보공사,아스팔트,원호형,10,360,600,일반,Y,35.240817,129.214416,N,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1271,112,대청로,부산광역시,기장군,,부산광역시 기장군 기장읍 대라리 128-11,만화리가마솥추어탕,아스팔트,원호형,10,360,600,일반,Y,35.240161,129.214354,N,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1272,113,대청로,부산광역시,기장군,,부산광역시 기장군 기장읍 대라리 128-11,대라주공아파트,아스팔트,원호형,10,360,600,일반,Y,35.240011,129.214031,Y,Y,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1273,114,대청로,부산광역시,기장군,,부산광역시 기장군 기장읍 대라리 128-11,대라주공아파트,아스팔트,원호형,10,360,600,일반,Y,35.240011,129.214031,N,Y,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1274,115,대청로,부산광역시,기장군,,부산광역시 기장군 기장읍 대라리 141-5,동우빌라2차 나동,아스팔트,원호형,10,360,600,일반,Y,35.239681,129.214099,N,N,2013,부산광역시 기장군청,051-709-4749,2021-10-12
1275,116,대청로,부산광역시,기장군,,부산광역시 기장군 기장읍 대라리 143-4,라온채 원룸,아스팔트,원호형,10,360,600,일반,Y,35.239076,129.214361,N,N,2012,부산광역시 기장군청,051-709-4749,2021-10-12
1276,117,대청로,부산광역시,기장군,,부산광역시 기장군 기장읍 대라리 148-17,임마누엘교회,아스팔트,원호형,10,360,600,일반,Y,35.239085,129.214358,N,N,2010,부산광역시 기장군청,051-709-4749,2021-10-12
1277,176,정관로,부산광역시,기장군,,부산광역시 기장군 정관읍 모전리 761,죽향공원,아스팔트,원호형,10,360,600,일반,Y,35.333545,129.170414,Y,N,2013,부산광역시 기장군청,051-709-4749,2021-10-12
1278,177,차성로,부산광역시,기장군,,부산광역시 기장군 기장읍 동부리 126-6,클라라음악학원,아스팔트,원호형,10,360,600,일반,Y,35.246661,129.214747,N,N,2010,부산광역시 기장군청,051-709-4749,2021-10-12
1279,178,산단로,부산광역시,기장군,,부산광역시 기장군 정관읍 달산리 1242,밭옆,아스팔트,원호형,10,360,600,일반,Y,35.323028,129.196635,Y,N,2009,부산광역시 기장군청,051-709-4749,2021-10-12
1280,179,정관로,부산광역시,기장군,,부산광역시 기장군 정관읍 달산리 139,재흥아파트단지 2동,아스팔트,원호형,10,360,300,소로,Y,35.322154,129.195821,N,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1281,180,정관로,부산광역시,기장군,,부산광역시 기장군 정관읍 달산리 141-17,대우아파트 입구,아스팔트,원호형,10,360,300,소로,Y,35.321841,129.195542,N,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1282,181,정관로,부산광역시,기장군,,부산광역시 기장군 정관읍 예림리 1010-15,GS칼텍스,아스팔트,원호형,10,360,600,일반,Y,35.322019,129.192382,N,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1283,182,농공길,부산광역시,기장군,,부산광역시 기장군 정관읍 예림리 940-18,이원전공,아스팔트,원호형,10,360,600,일반,Y,35.324177,129.195437,N,Y,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1284,183,농공길,부산광역시,기장군,,부산광역시 기장군 정관읍 예림리 940-18,이원전공,아스팔트,원호형,10,360,1220,일반,Y,35.324177,129.195437,N,Y,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1285,184,신단로,부산광역시,기장군,,부산광역시 기장군 정관읍 달산리 1223-1,울엄니김밥,아스팔트,원호형,10,360,600,일반,Y,35.321107,129.19129,Y,N,2014,부산광역시 기장군청,051-709-4749,2021-10-12
1286,185,신단로,부산광역시,기장군,,부산광역시 기장군 정관읍 달산리 1222-1,e마트에브리데이,아스팔트,원호형,10,360,600,일반,Y,35.320528,129.189875,Y,N,2013,부산광역시 기장군청,051-709-4749,2021-10-12
1287,186,정관덕산길,부산광역시,기장군,,부산광역시 기장군 정관읍 방곡리 437,부산중앙중학교 옆편,아스팔트,원호형,10,360,300,소로,Y,35.321732,129.187639,Y,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1288,187,정관덕산길,부산광역시,기장군,,부산광역시 기장군 정관읍 방곡리 409,부산중앙중학교앞,아스팔트,원호형,10,360,900,일반,Y,35.321916,129.187147,Y,N,2008,부산광역시 기장군청,051-709-4749,2021-10-12
1289,188,정관덕산길,부산광역시,기장군,,부산광역시 기장군 정관읍 방곡리 434-9,초가집,아스팔트,원호형,10,360,650,일반,Y,35.321886,129.186193,N,Y,2012,부산광역시 기장군청,051-709-4749,2021-10-12
1290,189,정관덕산길,부산광역시,기장군,,부산광역시 기장군 정관읍 방곡리 434-5,그린나래,아스팔트,원호형,10,360,600,일반,Y,35.321893,129.185421,N,Y,2012,부산광역시 기장군청,051-709-4749,2021-10-12
1291,190,정관덕산길,부산광역시,기장군,,부산광역시 기장군 정관읍 방곡리 434-3,리버빌,아스팔트,원호형,10,360,600,일반,Y,35.321906,129.185207,N,Y,2007,부산광역시 기장군청,051-709-4749,2021-10-12
1292,191,정관덕산길,부산광역시,기장군,,부산광역시 기장군 정관읍 방곡리 412,방곡초등학교,아스팔트,원호형,10,360,580,일반,Y,35.322169,129.186155,Y,Y,2009,부산광역시 기장군청,051-709-4749,2021-10-12
1293,192,정관덕산길,부산광역시,기장군,,부산광역시 기장군 정관읍 방곡리 430-3,쉐보레 정관점,아스팔트,원호형,10,360,600,일반,Y,35.322274,129.185328,Y,Y,2007,부산광역시 기장군청,051-709-4749,2021-10-12
1294,193,방곡로,부산광역시,기장군,,부산광역시 기장군 정관읍 방곡리 427-4,매일유업,아스팔트,원호형,10,360,600,일반,Y,35.322927,129.185792,Y,N,2009,부산광역시 기장군청,051-709-4749,2021-10-12
1295,194,양수길,부산광역시,기장군,,부산광역시 기장군 정관읍 모전리 512-1,한전KPS주식회사,아스팔트,원호형,10,360,300,소로,Y,35.330959,129.162376,N,N,2019,부산광역시 기장군청,051-709-4749,2021-10-12
1296,195,양수길,부산광역시,기장군,,부산광역시 기장군 정관읍 모전리 560,JS산업 앞,아스팔트,원호형,10,360,300,소로,Y,35.330949,129.159643,N,N,2019,부산광역시 기장군청,051-709-4749,2021-10-12
1297,196,모전로,부산광역시,기장군,,부산광역시 기장군 정관읍 모전리 728,정관동일스위트3차(314동),아스팔트,원호형,10,360,600,일반,Y,35.336825,129.168162,Y,N,2018,부산광역시 기장군청,051-709-4749,2021-10-12
1298,197,모전로,부산광역시,기장군,,부산광역시 기장군 정관읍 모전리 728,정관동일스위트3차(317동),아스팔트,원호형,10,360,600,일반,Y,35.338501,129.167018,Y,N,2018,부산광역시 기장군청,051-709-4749,2021-10-12
1299,198,용수로,부산광역시,기장군,,부산광역시 기장군 정관읍 용수리 1368,해누리유치원,아스팔트,원호형,10,360,300,소로,Y,35.329257,129.171751,N,N,2018,부산광역시 기장군청,051-709-4749,2021-10-12
1300,199,정관로,부산광역시,기장군,,부산광역시 기장군 정관읍 용수리 1364,롯데캐슬,아스팔트,원호형,10,360,300,소로,Y,35.330276,129.170022,Y,N,2018,부산광역시 기장군청,051-709-4749,2021-10-12
1301,200,정관로,부산광역시,기장군,,부산광역시 기장군 정관읍 모전리 759,롯데캐슬(204동),아스팔트,원호형,10,360,300,소로,Y,35.329599,129.168496,Y,N,2018,부산광역시 기장군청,051-709-4749,2021-10-12
1302,201,장안로,부산광역시,기장군,,부산광역시 기장군 장안읍 장안리 462-14,물레방아,아스팔트,원호형,10,360,1100,일반,Y,35.369956,129.245558,N,N,2018,부산광역시 기장군청,051-709-4749,2021-10-12
1303,202,기장해안로,부산광역시,기장군,,부산광역시 기장군 기장읍 대변리 308-10,용암할매횟집,아스팔트,원호형,10,360,780,일반,Y,35.223707,129.230778,N,N,2018,부산광역시 기장군청,051-709-4749,2021-10-12
1304,203,병산로,부산광역시,기장군,,부산광역시 기장군 정관읍 모전리 796,현진에버빌(101동),아스팔트,원호형,10,360,1590,일반,Y,35.334694,129.169015,Y,Y,2018,부산광역시 기장군청,051-709-4749,2021-10-12
1305,204,병산로,부산광역시,기장군,,부산광역시 기장군 정관읍 모전리 796,현진에버빌(103동),아스팔트,원호형,10,360,1590,일반,Y,35.334295,129.167458,Y,Y,2018,부산광역시 기장군청,051-709-4749,2021-10-12
1306,234,곰내길,부산광역시,기장군,,부산광역시 기장군 철마면 웅천리 254-2,철마한우수목원,아스팔트,원호형,10,360,750,일반,Y,35.294807,129.169821,N,N,2019,부산광역시 기장군청,051-709-4749,2021-10-12
1307,235,해맞이로,부산광역시,기장군,,부산광역시 기장군 장안읍 임랑리 201-7,장안어린이집,아스팔트,원호형,10,360,700,일반,Y,35.316825,129.25859,Y,N,2019,부산광역시 기장군청,051-709-4749,2021-10-12
1308,236,차성동로,부산광역시,기장군,,부산광역시 기장군 기장읍 동부리 278-7,수인당,아스팔트,원호형,10,360,900,일반,Y,35.244647,129.216697,Y,N,2019,부산광역시 기장군청,051-709-4749,2021-10-12
1309,237,일광로,부산광역시,기장군,,부산광역시 기장군 일광면 문동리 69-6,부억우동집,아스팔트,원호형,10,360,700,일반,Y,35.308944,129.259369,N,Y,2019,부산광역시 기장군청,051-709-4749,2021-10-12
1310,238,일광로,부산광역시,기장군,,부산광역시 기장군 일광면 문동리 69-6,카페텀블러,아스팔트,원호형,10,360,700,일반,Y,35.308644,129.259036,N,Y,2019,부산광역시 기장군청,051-709-4749,2021-10-12
1311,239,문중길,부산광역시,기장군,,부산광역시 기장군 일광면 문중리 119-1,청해횟집,아스팔트,원호형,10,360,620,일반,Y,35.304169,129.257668,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1312,240,기장대로,부산광역시,기장군,,부산광역시 기장군 장안읍 기룡리 227-2,기룡교차로(울산->기장),아스팔트,원호형,10,360,430,일반,Y,35.352608,129.255205,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1313,241,차성동로,부산광역시,기장군,,부산광역시 기장군 기장읍 대라리 37-12,다이소 앞,아스팔트,원호형,10,360,640,소로,Y,35.242536,129.216644,Y,Y,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1314,242,무양로,부산광역시,기장군,,부산광역시 기장군 기장읍 대변리 461-6,서전그린비치,아스팔트,원호형,10,360,580,일반,Y,35.225556,129.226041,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1315,243,동부산관광1로,부산광역시,기장군,,부산광역시 기장군 기장읍 당사리 356-6,송정3호교,아스팔트,원호형,10,360,1630,일반,Y,35.191034,129.207364,Y,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1316,244,차성남로,부산광역시,기장군,,부산광역시 기장군 기장읍 대라리 107-15,경동보일러,아스팔트,원호형,10,360,690,일반,Y,35.241123,129.216852,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1317,245,차성동로,부산광역시,기장군,,부산광역시 기장군 기장읍 대라리 84-8,레드노래방,아스팔트,원호형,10,360,640,일반,Y,35.241294,129.216611,Y,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1318,246,입석길,부산광역시,기장군,,부산광역시 기장군 철마면 송정리 142,골목 삼거리,아스팔트,원호형,10,360,500,소로,Y,35.311502,129.118544,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1319,247,일광로,부산광역시,기장군,,부산광역시 기장군 일광면 문동리 7-12,씨앤트리,아스팔트,원호형,10,360,680,일반,Y,35.312785,129.261079,N,Y,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1320,248,정관로,부산광역시,기장군,,부산광역시 기장군 정관읍 용수리 1359,신정중학교 맞은편,아스팔트,원호형,10,360,650,일반,Y,35.328515,129.16851,Y,Y,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1321,249,차성로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리2,이진캐스빌블루1차,아스팔트,원호형,10,360,980,일반,Y,35.25642,129.219696,Y,Y,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1322,250,차성로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리2,터널 출구,아스팔트,원호형,10,360,640,일반,Y,35.256578,129.219924,Y,Y,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1323,251,병산로,부산광역시,기장군,,부산광역시 기장군 정관읍 병산리 263-2,병산마을회관,아스팔트,원호형,10,360,720,일반,Y,35.347227,129.188164,Y,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1324,252,문중길,부산광역시,기장군,,부산광역시 기장군 일광면 문중리 36-6,차성산업개발,아스팔트,원호형,10,360,700,소로,Y,35.302198,129.258331,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1325,253,문중길,부산광역시,기장군,,부산광역시 기장군 일광면 문중리 28-2,다온푸드,아스팔트,원호형,10,360,700,소로,Y,35.301948,129.25843,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1326,254,길천길,부산광역시,기장군,,부산광역시 기장군 장안읍 길천리 75-7,오피스웨이,아스팔트,원호형,10,360,370,소로,Y,35.327836,129.287786,Y,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1327,255,길천2길,부산광역시,기장군,,부산광역시 기장군 장안읍 길천리 191-7,월내초등학교 일원,아스팔트,원호형,10,360,480,소로,Y,35.328388,129.282561,N,Y,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1328,256,길천2길,부산광역시,기장군,,부산광역시 기장군 장안읍 길천리 241-2,월내초등학교 일원,아스팔트,원호형,10,360,520,소로,Y,35.328344,129.282846,N,Y,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1329,257,고무로,부산광역시,기장군,,부산광역시 기장군 장안읍 길천리 444,은진사,아스팔트,원호형,10,360,1440,소로,Y,35.336199,129.275673,Y,Y,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1330,258,차성동로,부산광역시,기장군,,부산광역시 기장군 기장읍 동부리 274-14,순금당,아스팔트,원호형,10,360,1000,소로,Y,35.245304,129.216749,Y,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1331,259,문중길,부산광역시,기장군,,부산광역시 기장군 일광면 문중리 11,대도횟집,아스팔트,원호형,10,360,630,소로,Y,35.302016,129.259443,Y,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1332,260,화용길,부산광역시,기장군,,부산광역시 기장군 일광면 용천리 371-1,마을버스정류소 근처,아스팔트,원호형,10,360,630,소로,Y,35.291281,129.205709,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1333,261,정관로,부산광역시,기장군,,부산광역시 기장군 정관읍 두명리 350-19,두명마을 정류소,아스팔트,원호형,10,360,340,소로,Y,35.355981,129.146962,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1334,262,강변길,부산광역시,기장군,,부산광역시 기장군 철마면 송정리 402-25,해피케어 복지관,아스팔트,원호형,10,360,390,소로,Y,35.308439,129.112154,N,Y,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1335,263,방곡2로,부산광역시,기장군,,부산광역시 기장군 정관읍 방곡리 387-6,만소,아스팔트,원호형,10,360,520,소로,Y,35.326004,129.189324,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1336,264,철마삼동로,부산광역시,기장군,,부산광역시 기장군 철마면 임기리 896-1,미래화훼 입구,아스팔트,원호형,10,360,660,소로,Y,35.316692,129.11578,Y,Y,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1337,265,철마삼동로,부산광역시,기장군,,부산광역시 기장군 철마면 임기리 898,굴다리,아스팔트,원호형,10,360,660,일반,Y,35.316036,129.115926,Y,Y,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1338,266,철마로,부산광역시,기장군,,부산광역시 기장군 철마면 장전리 산 180-160,천내들교 일원,아스팔트,원호형,10,360,620,일반,Y,35.278564,129.138644,Y,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1339,267,철마삼동로,부산광역시,기장군,,부산광역시 기장군 철마면 임기리 1039-7,임기마을 버스정류소,아스팔트,원호형,10,360,300,소로,Y,35.320251,129.116267,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1340,268,월평2길,부산광역시,기장군,,부산광역시 기장군 정관읍 월평리 52-2,주차장 부근,아스팔트,원호형,10,360,430,소로,Y,35.26298,129.138591,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1341,269,해빛로,부산광역시,기장군,,부산광역시 기장군 일광면 삼성리 768,일광유치원,아스팔트,원호형,10,360,580,일반,Y,35.267114,129.22452,Y,Y,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1342,270,일광로,부산광역시,기장군,,부산광역시 기장군 일광면 칠암리 163-3,비치다 커피,아스팔트,원호형,10,360,680,일반,Y,35.300063,129.258047,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1343,271,원죽길,부산광역시,기장군,,부산광역시 기장군 기장읍 죽성리 84-2,한전주 사이,아스팔트,원호형,10,360,690,일반,Y,35.242815,129.244817,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1344,272,차성로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 248,송백노이하우스,아스팔트,원호형,10,360,600,일반,Y,35.255781,129.21725,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1345,273,석산길,부산광역시,기장군,,부산광역시 기장군 기장읍 석산리 236-1,공사현장,아스팔트,원호형,10,360,980,일반,Y,35.199266,129.209755,N,N,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1346,274,차성동로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 353-7,전원그린맨션 입구,아스팔트,원호형,10,360,680,소로,Y,35.252829,129.218712,N,Y,2020,부산광역시 기장군청,051-709-4749,2021-10-12
1347,275,차성동로,부산광역시,기장군,,부산광역시 기장군 기장읍 교리 352-5,세븐일레븐,아스팔트,원호형,10,360,680,소로,Y,35.252608,129.218699,N,Y,2020,부산광역시 기장군청,051-709-4749,2021-10-12
