,id,left,top,right,bottom,fid,ADM_SECT_C,SGG_NM,SGG_OID,COL_ADM_SE,GID,도로폭_평균,도로길이_평균,신호등개수,어린이보호구역수,교차로수,경사도,과속방지턱개수,안전센터근처여부,2.5도로폭이하개수,출동취약지수,신호현시지수
5525,18171,1143912.5608,1675098.552,1144212.5608,1674798.552,6,26200,영도구,33,26200,108,0.175,0.00519258034026465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32019258034026465,4.679807419659736
5526,18172,1143912.5608,1674798.552,1144212.5608,1674498.552,6,26200,영도구,33,26200,108,0.16666666666666666,0.009005198487712664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30900519848771263,4.6909948015122875
5527,18269,1144212.5608,1702098.552,1144512.5608,1701798.552,15,26410,금정구,33,26410,117,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
5528,18270,1144212.5608,1701798.552,1144512.5608,1701498.552,15,26410,금정구,33,26410,117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
5529,18271,1144212.5608,1701498.552,1144512.5608,1701198.552,15,26410,금정구,33,26410,117,0.8333333333333334,0.9999999999999999,0.0,0.0,0.0,0.3,0.0,0.0,0.0,-1.9,3.1
5530,18272,1144212.5608,1701198.552,1144512.5608,1700898.552,15,26410,금정구,33,26410,117,0.69444445,0.37962350346644613,0.0,0.0,0.2,0.3,0.0,0.0,0.0,-0.7696235134664461,4.230376486533554
5531,18273,1144212.5608,1700898.552,1144512.5608,1700598.552,15,26410,금정구,33,26410,117,0.55555555,0.34776937618147447,0.0,0.0,0.0,0.3,0.0,0.0,0.0,-0.7477693661814746,4.252230633818526
5532,18274,1144212.5608,1700598.552,1144512.5608,1700298.552,15,26410,금정구,33,26410,117,0.20666666666666667,0.00893289224952741,0.0,0.0,0.2,0.15,0.0,0.0,0.0,0.17906710775047263,5.179067107750472
5533,18275,1144212.5608,1700298.552,1144512.5608,1699998.552,15,26410,금정구,33,26410,117,0.06666666666666667,0.0019777882797731568,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.17802221172022684,5.178022211720227
5534,18276,1144212.5608,1699998.552,1144512.5608,1699698.552,15,26410,금정구,33,26410,117,0.06666666666666667,0.0019777882797731568,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.078022211720227,6.078022211720227
5535,18277,1144212.5608,1699698.552,1144512.5608,1699398.552,15,26410,금정구,33,26410,117,0.17222221666666665,0.006925015753780718,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.8830749942462193,5.883074994246219
5536,18278,1144212.5608,1699398.552,1144512.5608,1699098.552,15,26410,금정구,33,26410,117,0.1,0.0008155809215500944,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.01918441907845,6.01918441907845
5537,18279,1144212.5608,1699098.552,1144512.5608,1698798.552,15,26410,금정구,33,26410,117,0.13333333333333333,0.0007018867249527409,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.019298113275047275,5.019298113275047
5538,18280,1144212.5608,1698798.552,1144512.5608,1698498.552,15,26410,금정구,33,26410,117,0.12952381666666668,0.0011977450708884688,0.021739130434782608,0.25,0.0,0.0,0.0,0.0,0.0,0.20913764579867672,5.317833297972591
5539,18281,1144212.5608,1698498.552,1144512.5608,1698198.552,15,26410,금정구,33,26410,117,0.13714285,0.0011883607892249526,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.248045490789225,1.751954509210775
5540,18282,1144212.5608,1698198.552,1144512.5608,1697898.552,15,26410,금정구,33,26410,117,0.14027778333333335,0.0020285916824196596,0.0,0.25,0.0,0.07,0.0,1.0,0.0,-2.7145286016824195,2.2854713983175805
5541,18283,1144212.5608,1697898.552,1144512.5608,1697598.552,15,26410,금정구,33,26410,117,0.14166666666666666,0.0020087597896975423,0.021739130434782608,0.0,0.2,0.3,0.0,1.0,0.0,-2.3535304989201324,2.7551651532537815
5542,18284,1144212.5608,1697598.552,1144512.5608,1697298.552,15,26410,금정구,33,26410,117,0.20752688333333333,0.0038632691020793948,0.043478260869565216,0.0,0.6000000000000001,0.3,0.0,1.0,0.0,-1.9104551373629488,3.3069361669848774
5543,18285,1144212.5608,1697298.552,1144512.5608,1696998.552,15,26410,금정구,33,26410,117,0.14074073333333334,0.004592260028355387,0.021739130434782608,0.25,0.2,0.15,0.0,1.0,0.0,-2.2544473191587904,2.8542483330151236
5544,18286,1144212.5608,1696998.552,1144512.5608,1696698.552,15,26410,금정구,33,26410,117,0.14583333333333334,0.00185343809073724,0.021739130434782608,0.25,0.0,0.6,0.0,1.0,0.0,-1.6208751772211722,3.4878204749527417
5545,18287,1144212.5608,1696698.552,1144512.5608,1696398.552,15,26410,금정구,33,26410,117,0.15,0.005114603024574668,0.043478260869565216,0.25,0.4,0.3,0.0,1.0,0.0,-1.6681580812854442,3.549233223062382
5546,18288,1144212.5608,1696398.552,1144512.5608,1696098.552,15,26410,금정구,33,26410,117,0.2,0.017863894139886576,0.043478260869565216,0.0,0.2,0.3,0.0,1.0,0.0,-2.430907372400756,2.7864839319470702
5547,18289,1144212.5608,1696098.552,1144512.5608,1695798.552,15,26410,금정구,33,26410,117,0.16666666666666666,0.0038208884688090733,0.043478260869565216,0.25,0.4,0.3,0.0,1.0,0.0,-1.6968643667296788,3.5205269376181474
5548,18290,1144212.5608,1695798.552,1144512.5608,1695498.552,15,26410,금정구,33,26410,117,0.16458333333333333,0.0035528414461247636,0.0,0.0,0.2,0.6,0.0,1.0,0.0,-1.839802841446125,3.160197158553875
5549,18291,1144212.5608,1695498.552,1144512.5608,1695198.552,15,26410,금정구,33,26410,117,0.15625,0.002296047967863894,0.021739130434782608,0.25,0.2,0.3,0.0,1.0,0.0,-1.9800677870982988,3.1286278650756154
5550,18292,1144212.5608,1695198.552,1144512.5608,1694898.552,15,26410,금정구,33,26410,117,0.19166666666666665,0.0038650756143667293,0.06521739130434782,0.0,0.6000000000000001,0.0,0.0,1.0,0.0,-2.4384302930056707,2.8876566635160685
5551,18293,1144212.5608,1694898.552,1144512.5608,1694598.552,15,26410,금정구,33,26410,117,0.15266666666666667,0.0022746691871455573,0.043478260869565216,0.0,0.4,0.0,0.0,1.0,0.0,-2.670118147448015,2.547273156899811
5552,18294,1144212.5608,1694598.552,1144512.5608,1694298.552,15,26410,금정구,33,26410,117,0.15185184999999998,0.004367043076559546,0.043478260869565216,0.0,0.4,0.07,0.0,1.0,0.0,-2.530743851337429,2.686647453010397
5553,18295,1144212.5608,1694298.552,1144512.5608,1693998.552,15,26410,금정구,33,26410,117,0.16979166666666667,0.006103349480151228,0.043478260869565216,0.0,0.4,0.07,0.0,0.0,0.0,0.43522817225897914,5.652619476606805
5554,18296,1144212.5608,1693998.552,1144512.5608,1693698.552,15,26410,금정구,33,26410,117,0.15227273333333333,0.004161529043005671,0.043478260869565216,0.0,0.4,0.07,0.0,1.0,0.0,-2.531295927303875,2.686095377043951
5555,18297,1144212.5608,1693698.552,1144512.5608,1693398.552,15,26410,금정구,33,26410,117,0.14305555,0.0018443801205103966,0.021739130434782608,0.25,0.2,0.3,0.0,1.0,0.0,-1.955866109250945,3.152829542922969
5556,18298,1144212.5608,1693398.552,1144512.5608,1693098.552,15,26410,금정구,33,26410,117,0.2,0.004773865784499055,0.043478260869565216,0.0,0.4,0.0,0.0,1.0,0.0,-2.757817344045369,2.4595739603024573
5557,18299,1144212.5608,1693098.552,1144512.5608,1692798.552,4,26260,동래구,33,26260,106,0.2754902,0.01869440120037807,0.021739130434782608,0.0,0.0,0.0,0.0,1.0,0.024691358024691357,-3.4093701052690846,1.6993255469048294
5558,18299,1144212.5608,1693098.552,1144512.5608,1692798.552,15,26410,금정구,33,26410,117,0.15208333333333332,0.005732317266068052,0.0,0.0,0.2,0.0,0.0,1.0,0.024691358024691357,-2.95775392220434,2.04224607779566
5559,18300,1144212.5608,1692798.552,1144512.5608,1692498.552,4,26260,동래구,33,26260,106,0.25444445,0.0175203213610586,0.0,0.0,0.0,0.0,0.0,1.0,0.024691358024691357,-3.4137919362993303,1.5862080637006697
5560,18300,1144212.5608,1692798.552,1144512.5608,1692498.552,15,26410,금정구,33,26410,117,0.136,0.004384862948960302,0.0,0.0,0.2,0.0,0.0,1.0,0.024691358024691357,-2.927456467887232,2.072543532112768
5561,18301,1144212.5608,1692498.552,1144512.5608,1692198.552,4,26260,동래구,33,26260,106,0.13129815,0.0033615574456521734,0.043478260869565216,0.25,0.2,0.0,0.0,1.0,0.037037037037037035,-2.400149113113929,2.817242191233897
5562,18301,1144212.5608,1692498.552,1144512.5608,1692198.552,15,26410,금정구,33,26410,117,0.1888888833333333,0.005437145557655954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.3454371355576558,1.6545628644423442
5563,18302,1144212.5608,1692198.552,1144512.5608,1691898.552,4,26260,동래구,33,26260,106,0.09915666666666666,0.0005576559546313799,0.0,0.25,0.0,0.6,0.0,0.0,0.0,1.4209603440453686,6.420960344045369
5564,18303,1144212.5608,1691898.552,1144512.5608,1691598.552,4,26260,동래구,33,26260,106,0.3833333333333333,0.0021880907372400756,0.021739130434782608,0.0,0.0,0.6,0.0,0.0,0.0,0.5512901701323252,5.659985822306239
5565,18304,1144212.5608,1691598.552,1144512.5608,1691298.552,4,26260,동래구,33,26260,106,0.10666666666666667,0.0008979206049149338,0.021739130434782608,0.0,0.2,0.6,0.0,1.0,0.0,-1.6894196597353497,3.419275992438564
5566,18305,1144212.5608,1691298.552,1144512.5608,1690998.552,4,26260,동래구,33,26260,106,0.12143875,0.000488008034026465,0.021739130434782608,0.25,0.2,0.3,0.0,1.0,0.037037037037037035,-1.8230069045718686,3.2856887476020455
5567,18306,1144212.5608,1690998.552,1144512.5608,1690698.552,4,26260,동래구,33,26260,106,0.11353618333333333,0.0006164991469754253,0.06521739130434782,0.25,0.0,0.3,0.0,1.0,0.012345679012345678,-2.0436826490074154,3.282404307514324
5568,18307,1144212.5608,1690698.552,1144512.5608,1690398.552,4,26260,동래구,33,26260,106,0.18413471666666667,0.002168497951323251,0.021739130434782608,0.0,0.6000000000000001,0.02,0.0,1.0,0.024691358024691357,-2.4084043320200297,2.7002913201538843
5569,18308,1144212.5608,1690398.552,1144512.5608,1690098.552,4,26260,동래구,33,26260,106,0.19087301666666667,0.0021425195793950847,0.06521739130434782,0.0,0.4,0.0,0.0,1.0,0.012345679012345678,-2.6644149694398354,2.661671987081904
5570,18309,1144212.5608,1690098.552,1144512.5608,1689798.552,4,26260,동래구,33,26260,106,0.16547618333333333,0.0035322711318525515,0.0,0.0,0.0,0.0,0.0,1.0,0.024691358024691357,-3.2396610060701243,1.7603389939298757
5571,18309,1144212.5608,1690098.552,1144512.5608,1689798.552,13,26470,연제구,49,26470,115,0.08055554999999999,0.00319628229442344,0.0,0.0,0.0,0.0,0.0,1.0,0.024691358024691357,-3.0864678772326952,1.9135321227673048
5572,18310,1144212.5608,1689798.552,1144512.5608,1689498.552,13,26470,연제구,49,26470,115,0.18636363333333333,0.005584722459829867,0.06521739130434782,0.25,0.4,0.07,0.0,1.0,0.0,-2.150604479851134,3.1754824766706053
5573,18311,1144212.5608,1689498.552,1144512.5608,1689198.552,13,26470,연제구,49,26470,115,0.25,0.011603092086483932,0.043478260869565216,0.0,0.4,0.07,0.05555555555555555,1.0,0.0,-2.659091014791798,2.558300289556028
5574,18312,1144212.5608,1689198.552,1144512.5608,1688898.552,13,26470,연제구,49,26470,115,0.16666666666666666,0.003354206049149338,0.043478260869565216,0.0,0.2,0.07,0.05555555555555555,0.0,0.0,0.23915787124553664,5.456549175593363
5575,18313,1144212.5608,1688898.552,1144512.5608,1688598.552,13,26470,연제구,49,26470,115,0.11587301666666666,0.0006751282750472589,0.021739130434782608,0.0,0.0,0.07,0.0,0.0,0.012345679012345678,0.005095900125382164,5.113791552299296
5576,18314,1144212.5608,1688598.552,1144512.5608,1688298.552,13,26470,연제구,49,26470,115,0.13737373333333333,0.001106003322306238,0.043478260869565216,0.0,0.4,0.07,0.05555555555555555,1.0,0.037037037037037035,-2.353274053435028,2.8641172509127983
5577,18315,1144212.5608,1688298.552,1144512.5608,1687998.552,13,26470,연제구,49,26470,115,0.18125,0.0020178107277882794,0.0,0.5,0.2,0.07,0.2222222222222222,1.0,0.0,-1.9060455885055656,3.093954411494434
5578,18316,1144212.5608,1687998.552,1144512.5608,1687698.552,13,26470,연제구,49,26470,115,0.20413043333333333,0.002852284870037807,0.06521739130434782,0.0,0.4,0.07,0.0,1.0,0.012345679012345678,-2.5489880847304778,2.7770988717912615
5579,18317,1144212.5608,1687698.552,1144512.5608,1687398.552,13,26470,연제구,49,26470,115,0.10714285,0.0014876451535916822,0.0,0.0,0.6000000000000001,0.3,0.0,1.0,0.0,-1.8143447751535915,3.1856552248464087
5580,18318,1144212.5608,1687398.552,1144512.5608,1687098.552,13,26470,연제구,49,26470,115,0.1375,0.004426394139886578,0.0,0.0,0.0,0.3,0.0,1.0,0.0,-2.6519263941398865,2.3480736058601135
5581,18319,1144212.5608,1687098.552,1144512.5608,1686798.552,13,26470,연제구,49,26470,115,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.0,-2.4,2.6
5582,18320,1144212.5608,1686798.552,1144512.5608,1686498.552,13,26470,연제구,49,26470,115,0.03333333333333333,0.0003189981096408317,0.0,0.0,0.0,0.6,0.0,0.0,0.04938271604938271,1.2631377920138158,6.263137792013816
5583,18321,1144212.5608,1686498.552,1144512.5608,1686198.552,13,26470,연제구,49,26470,115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
5584,18322,1144212.5608,1686198.552,1144512.5608,1685898.552,3,26290,남구,1009,26290,105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
5585,18322,1144212.5608,1686198.552,1144512.5608,1685898.552,13,26470,연제구,49,26470,115,0.13333333333333333,0.014390359168241964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.745609640831758,6.745609640831758
5586,18323,1144212.5608,1685898.552,1144512.5608,1685598.552,3,26290,남구,1009,26290,105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
5587,18324,1144212.5608,1685598.552,1144512.5608,1685298.552,3,26290,남구,1009,26290,105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
5588,18325,1144212.5608,1685298.552,1144512.5608,1684998.552,3,26290,남구,1009,26290,105,0.6666666666666666,0.011814744801512286,0.0,0.0,0.0,0.3,0.0,0.0,0.0,-0.6118147448015122,4.388185255198488
5589,18326,1144212.5608,1684998.552,1144512.5608,1684698.552,3,26290,남구,1009,26290,105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
5590,18327,1144212.5608,1684698.552,1144512.5608,1684398.552,3,26290,남구,1009,26290,105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
5591,18328,1144212.5608,1684398.552,1144512.5608,1684098.552,3,26290,남구,1009,26290,105,0.13333333333333333,0.000883742911153119,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.9591162570888468,5.959116257088847
5592,18329,1144212.5608,1684098.552,1144512.5608,1683798.552,3,26290,남구,1009,26290,105,0.14102563333333332,0.0002061218549149338,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.9459477381450849,5.945947738145085
5593,18330,1144212.5608,1683798.552,1144512.5608,1683498.552,3,26290,남구,1009,26290,105,0.19358975,0.0009088890500945178,0.06521739130434782,0.25,0.2,0.6,0.0,0.0,0.0,1.641064343558601,6.9671513000803404
5594,18331,1144212.5608,1683498.552,1144512.5608,1683198.552,3,26290,남구,1009,26290,105,0.108,0.001130812854442344,0.10869565217391304,0.0,0.6000000000000001,0.15,0.1111111111111111,0.0,0.037037037037037035,1.3055641951970878,6.849042456066654
5595,18332,1144212.5608,1683198.552,1144512.5608,1682898.552,3,26290,남구,1009,26290,105,0.07462121666666667,0.00025927994565217387,0.0,0.0,0.0,0.6,0.0,0.0,0.13580246913580246,1.4049287028938537,6.404928702893853
5596,18333,1144212.5608,1682898.552,1144512.5608,1682598.552,3,26290,남구,1009,26290,105,0.1,0.0006086011342155009,0.021739130434782608,0.0,0.2,0.6,0.0,0.0,0.0,1.3228696597353498,6.431565311909264
5597,18334,1144212.5608,1682598.552,1144512.5608,1682298.552,3,26290,남구,1009,26290,105,0.12133333333333333,0.0005499054820415878,0.0,0.25,0.0,0.6,0.0,1.0,0.0,-1.6189499054820413,3.381050094517959
5598,18335,1144212.5608,1682298.552,1144512.5608,1681998.552,3,26290,남구,1009,26290,105,0.11719523333333333,0.0004152714012287334,0.0,0.0,0.2,0.6,0.0,1.0,0.09876543209876543,-1.5044531111543151,3.495546888845685
5599,18336,1144212.5608,1681998.552,1144512.5608,1681698.552,3,26290,남구,1009,26290,105,0.10095045,0.00043305829395085064,0.043478260869565216,0.25,0.2,0.6,0.0,1.0,0.14814814814814814,-0.8648169761844495,4.352574328163376
5600,18337,1144212.5608,1681698.552,1144512.5608,1681398.552,3,26290,남구,1009,26290,105,0.11014493333333333,0.00048728116965973526,0.0,0.25,0.0,0.15,0.0,1.0,0.0,-2.49874816116966,2.50125183883034
5601,18338,1144212.5608,1681398.552,1144512.5608,1681098.552,3,26290,남구,1009,26290,105,0.09179486666666666,0.000325796131852552,0.0,0.5,0.0,0.6,0.0,1.0,0.0,-1.1655565561318526,3.8344434438681474
5602,18339,1144212.5608,1681098.552,1144512.5608,1680798.552,3,26290,남구,1009,26290,105,0.11444444999999999,0.0003081810538752363,0.0,0.25,0.0,0.3,0.0,1.0,0.1111111111111111,-1.9285304132760974,3.071469586723903
5603,18340,1144212.5608,1680798.552,1144512.5608,1680498.552,3,26290,남구,1009,26290,105,0.21944445,0.004879095777410207,0.021739130434782608,0.25,0.2,0.02,0.0,1.0,0.024691358024691357,-2.5946724498461164,2.5140232023277975
5604,18341,1144212.5608,1680498.552,1144512.5608,1680198.552,3,26290,남구,1009,26290,105,0.6,0.0051772211720226835,0.0,0.0,0.2,0.02,0.0,1.0,0.0,-3.785177221172023,1.214822778827977
5605,18342,1144212.5608,1680198.552,1144512.5608,1679898.552,3,26290,남구,1009,26290,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
5606,18343,1144212.5608,1679898.552,1144512.5608,1679598.552,3,26290,남구,1009,26290,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
5607,18352,1144212.5608,1677198.552,1144512.5608,1676898.552,6,26200,영도구,33,26200,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,2.0
5608,18353,1144212.5608,1676898.552,1144512.5608,1676598.552,6,26200,영도구,33,26200,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,2.0
5609,18354,1144212.5608,1676598.552,1144512.5608,1676298.552,6,26200,영도구,33,26200,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,2.0
5610,18355,1144212.5608,1676298.552,1144512.5608,1675998.552,6,26200,영도구,33,26200,108,0.1285875,0.0008341209829867674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23229162098298675,4.767708379017013
5611,18356,1144212.5608,1675998.552,1144512.5608,1675698.552,6,26200,영도구,33,26200,108,0.05362318333333333,0.0003027656781663516,0.0,0.0,0.0,0.0,0.0,0.0,0.08641975308641975,0.11922488703788302,5.119224887037883
5612,18357,1144212.5608,1675698.552,1144512.5608,1675398.552,6,26200,영도구,33,26200,108,0.1375,0.004686869879489602,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7478131301205104,6.747813130120511
5613,18358,1144212.5608,1675398.552,1144512.5608,1675098.552,6,26200,영도구,33,26200,108,0.058333333333333334,0.0005907372400756144,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0944092627599245,6.094409262759925
5614,18359,1144212.5608,1675098.552,1144512.5608,1674798.552,6,26200,영도구,33,26200,108,0.16666666666666666,0.009005198487712664,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.8909948015122873,5.890994801512287
5615,18360,1144212.5608,1674798.552,1144512.5608,1674498.552,6,26200,영도구,33,26200,108,0.16666666666666666,0.009005198487712664,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.8909948015122873,5.890994801512287
5616,18361,1144212.5608,1674498.552,1144512.5608,1674198.552,6,26200,영도구,33,26200,108,0.16666666666666666,0.009005198487712664,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.8909948015122873,5.890994801512287
5617,18362,1144212.5608,1674198.552,1144512.5608,1673898.552,6,26200,영도구,33,26200,108,0.16666666666666666,0.009005198487712664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30900519848771263,4.6909948015122875
5618,18457,1144512.5608,1702098.552,1144812.5608,1701798.552,15,26410,금정구,33,26410,117,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,6.2
5619,18458,1144512.5608,1701798.552,1144812.5608,1701498.552,15,26410,금정구,33,26410,117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
5620,18459,1144512.5608,1701498.552,1144812.5608,1701198.552,15,26410,금정구,33,26410,117,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.6,5.6
5621,18460,1144512.5608,1701198.552,1144812.5608,1700898.552,15,26410,금정구,33,26410,117,0.5,0.06004962192816635,0.0,0.0,0.0,0.3,0.0,0.0,0.0,-0.36004962192816636,4.639950378071834
5622,18461,1144512.5608,1700898.552,1144812.5608,1700598.552,15,26410,금정구,33,26410,117,0.5722222166666667,0.3731624133577504,0.0,0.0,0.0,0.3,0.0,0.0,0.0,-0.8031624033577505,4.19683759664225
5623,18462,1144512.5608,1700598.552,1144812.5608,1700298.552,15,26410,금정구,33,26410,117,0.2033333333333333,0.009277882797731568,0.0,0.0,0.0,0.15,0.0,0.0,0.0,-0.07527788279773157,4.924722117202268
5624,18463,1144512.5608,1700298.552,1144812.5608,1699998.552,15,26410,금정구,33,26410,117,0.4166666666666667,0.02165406427221172,0.0,0.0,0.0,0.15,0.0,0.0,0.0,-0.47165406427221174,4.528345935727788
5625,18464,1144512.5608,1699998.552,1144812.5608,1699698.552,15,26410,금정구,33,26410,117,0.125,0.005017722117202268,0.0,0.0,0.2,0.15,0.0,0.0,0.0,0.3299822778827978,5.329982277882798
5626,18465,1144512.5608,1699698.552,1144812.5608,1699398.552,15,26410,금정구,33,26410,117,0.2733333333333333,0.012841682419659736,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.3551583175803403,5.35515831758034
5627,18466,1144512.5608,1699398.552,1144812.5608,1699098.552,15,26410,금정구,33,26410,117,0.14666666666666667,0.003611058601134215,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.9323889413988657,5.932388941398866
5628,18467,1144512.5608,1699098.552,1144812.5608,1698798.552,15,26410,금정구,33,26410,117,0.13578431666666668,0.0021915656616257086,0.0,0.0,0.0,0.6,0.0,0.0,0.012345679012345678,0.9842608618692383,5.984260861869238
5629,18468,1144512.5608,1698798.552,1144812.5608,1698498.552,15,26410,금정구,33,26410,117,0.14534313333333332,0.0039939397306238186,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.3943884202693762,5.394388420269376
5630,18469,1144512.5608,1698498.552,1144812.5608,1698198.552,15,26410,금정구,33,26410,117,0.1807971,0.00580134790879017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.3312361279087903,1.6687638720912097
5631,18470,1144512.5608,1698198.552,1144812.5608,1697898.552,15,26410,금정구,33,26410,117,0.17619048333333334,0.005531719777882797,0.021739130434782608,0.0,0.2,0.0,0.0,1.0,0.0,-3.0191963289083175,2.0894993232655965
5632,18471,1144512.5608,1697898.552,1144812.5608,1697598.552,15,26410,금정구,33,26410,117,0.14904761666666666,0.004334188494801512,0.0,0.0,0.0,0.07,0.0,1.0,0.0,-3.1326198984948017,1.8673801015051983
5633,18472,1144512.5608,1697598.552,1144812.5608,1697298.552,15,26410,금정구,33,26410,117,0.17272726666666666,0.006163000515122873,0.043478260869565216,0.25,0.2,0.0,0.0,1.0,0.0,-2.5701155587759925,2.6472757455718336
5634,18473,1144512.5608,1697298.552,1144812.5608,1696998.552,15,26410,금정구,33,26410,117,0.16333333333333333,0.004026465028355387,0.0,0.25,0.4,0.0,0.0,1.0,0.0,-2.378026465028355,2.621973534971645
5635,18474,1144512.5608,1696998.552,1144812.5608,1696698.552,15,26410,금정구,33,26410,117,0.18194445,0.005869565217391304,0.021739130434782608,0.0,0.0,0.0,0.0,1.0,0.0,-3.289891314347826,1.818804337826088
5636,18475,1144512.5608,1696698.552,1144812.5608,1696398.552,15,26410,금정구,33,26410,117,0.15888888333333334,0.004828292374763705,0.021739130434782608,0.25,0.2,0.3,0.0,1.0,0.0,-1.9873500215051987,3.1213456306687153
5637,18476,1144512.5608,1696398.552,1144812.5608,1696098.552,15,26410,금정구,33,26410,117,0.18809523333333333,0.009319470699432892,0.043478260869565216,0.0,0.0,0.0,0.0,1.0,0.0,-3.2609343689603025,1.9564569353875236
5638,18477,1144512.5608,1696098.552,1144812.5608,1695798.552,15,26410,금정구,33,26410,117,0.1888888833333333,0.00716997479442344,0.043478260869565216,0.0,0.4,0.0,0.0,1.0,0.012345679012345678,-2.709349245524429,2.5080420588233974
5639,18478,1144512.5608,1695798.552,1144812.5608,1695498.552,15,26410,금정구,33,26410,117,0.17979798333333333,0.007176920432419659,0.021739130434782608,0.0,0.4,0.0,0.0,1.0,0.012345679012345678,-2.73647083203199,2.372224820141924
5640,18479,1144512.5608,1695498.552,1144812.5608,1695198.552,15,26410,금정구,33,26410,117,0.17564103333333334,0.0027515631805293005,0.043478260869565216,0.0,0.2,0.0,0.0,1.0,0.012345679012345678,-2.941084703910535,2.2763066004372914
5641,18480,1144512.5608,1695198.552,1144812.5608,1694898.552,15,26410,금정구,33,26410,117,0.18833333333333335,0.004628544423440453,0.021739130434782608,0.0,0.2,0.0,0.0,1.0,0.012345679012345678,-3.009286086023011,2.099409566150903
5642,18481,1144512.5608,1694898.552,1144812.5608,1694598.552,15,26410,금정구,33,26410,117,0.15641025,0.0032923149621928165,0.0,0.25,0.0,0.0,0.0,1.0,0.012345679012345678,-2.8539665674313284,2.1460334325686716
5643,18482,1144512.5608,1694598.552,1144812.5608,1694298.552,15,26410,금정구,33,26410,117,0.13333333333333333,0.003850317922967864,0.0,0.0,0.0,0.0,0.0,1.0,0.012345679012345678,-3.2129861203921037,1.7870138796078963
5644,18483,1144512.5608,1694298.552,1144812.5608,1693998.552,15,26410,금정구,33,26410,117,0.13888888333333332,0.0031395715193761812,0.0,0.5,0.0,0.0,0.0,0.0,0.012345679012345678,0.5777246360114882,5.577724636011488
5645,18484,1144512.5608,1693998.552,1144812.5608,1693698.552,15,26410,금정구,33,26410,117,0.15869565,0.007812422946597353,0.021739130434782608,0.0,0.2,0.0,0.0,0.0,0.012345679012345678,0.04087786545383208,5.149573517627746
5646,18485,1144512.5608,1693698.552,1144812.5608,1693398.552,15,26410,금정구,33,26410,117,0.16,0.004859262759924385,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,-0.2619950652290602,4.73800493477094
5647,18486,1144512.5608,1693398.552,1144812.5608,1693098.552,15,26410,금정구,33,26410,117,0.15944445000000002,0.004758664146975425,0.0,0.0,0.2,0.0,0.0,0.0,0.012345679012345678,-0.0008944766161112202,4.999105523383888
